id,keep,otech,private,title
3180,t,f,t,Aquatic Insects: Total IBI score in Novato Creek 1999-2000
3181,t,f,t,"Arroyo Corte Madera del Presidio (Richardson Bay tributary) stream survey, 29 January 1946"
3182,t,f,t,"Arroyo Corte Madera del Presidio stream survey, 10 August 1965"
3183,t,f,t,"Arroyo Corte Madera del Presidio stream survey, 16 July 1963"
3184,t,f,t,"Arroyo Seco Creek (Schell Creek, then Sonoma Creek tributary) stream survey, June 1976"
3185,t,f,t,Benthic macroinvertebrate sampling report: Survey Fall1999-Spring 2000
3186,t,f,t,"Calabazas Creek (Sonoma Creek tributary) diversion inspection, 13 June 1974"
3187,t,f,t,"Calabazas Creek (Sonoma Creek tributary) flow summary, 1961"
3188,t,f,t,"Calabaza(s) Creek (Sonoma Creek tributary) stream survey, January 1961"
3189,t,f,t,Climate: Annual Rainfall in Lower Calabazas Calwater 1959-2000
3190,t,f,t,Climate: Annual Rainfall in Mouth of Sonoma Creek Calwater 1930-1975
3191,t,f,t,Climate: Annual Rainfall in the Belvedere Lagoon Calwater 1953-1998
3192,t,f,t,Climate: Annual Rainfall in the Belvedere Lagoon Calwater 1963-1999
3193,t,f,t,Climate: Annual Rainfall in the Gallinas Creek Calwater 1914-1938
3194,t,f,t,Climate: Annual Rainfall in the Gallinas Creek Calwater 1949-1995
3195,t,f,t,Climate: Annual Rainfall in the Lower Petaluma Calwater 1874-2000
3196,t,f,t,Climate: Annual Rainfall in the Lynch Creek Calwater 1931-1962
3197,t,f,t,Climate: Annual Rainfall in the Old Mill Creek Calwater 1948-1974
3198,t,f,t,Climate: Annual Rainfall in the Petaluma Calwater 1987-2000
3199,t,f,t,Climate: Annual Rainfall in the Ross Creek Calwater 1902-2000
3200,t,f,t,Climate: Annual Rainfall in the San Antonio Creek Sub-basin 1978-2000
3201,t,f,t,Climate: Annual Rainfall in the San Rafael Creek Calwater 1914-1938
3202,t,f,t,Climate: Annual Rainfall in the Stafford Lake Calwater 1947-1991
3203,t,f,t,Climate: Annual Rainfall in the Stage Gulch Calwater 1930-1976
3204,t,f,t,Climate: Annual Rainfall in Upper Calabazas Calwater 1941-1982
3205,t,f,t,Climate: Annual Rainfall in Upper Sonoma Creek Calwater 1949-1969
3206,t,f,t,Climate: Daily Maximum Rainfall at Corte Madera
3207,t,f,t,Climate: Daily Maximum Rainfall at Kentfield 1902-2000
3208,t,f,t,Climate: Daily Maximum Rainfall at Novato 1949-1995
3209,t,f,t,Climate: Daily Maximum Rainfall at Petaluma Fire Station 1914-2000
3210,t,f,t,Climate: Daily Maximum Rainfall at Sonoma
3211,t,f,t,"Climate: Monthly Min, Avg, and Max Rainfall at Petaluma Fire Station"
3212,t,f,t,"Climate: Monthly Minimum, Average, and Maximum Rainfall at Kentfield"
3213,t,f,t,"Fish: Adobe Creek Electrofishing, 1998"
3214,t,f,t,"Climate: Monthly Minimum, Average, and Maximum Rainfall at Novato"
3215,t,f,t,"Climate: Monthly Minimum, Average, and Maximum Rainfall at Sonoma"
3216,t,f,t,"Coho and steelhead restoration project: Annual Section 10 permit data report, July 1, 2000 - June 30, 2001"
3217,t,f,t,"Coho and steelhead restoration project: Annual Section 10 permit data report, July 1, 2001 - December 31, 2001"
3218,t,f,t,"Dowdall Creek (Sonoma Creek tributary) stream survey, 25 August 1977"
3219,t,f,t,Draft California coastal salmon and steelhead current stream habitat distribution table for Marin County
3220,t,f,t,Draft California coastal salmon and steelhead current stream habitat distribution table for Sonoma County
3221,t,f,t,Excerpts of appendices C and D in Sonoma Creek Watershed Enhancement Plan - An owner's manual for the residents & landowners of the Sonoma Creek Watershed
3222,t,f,t,"Feasibility study to rehabilitate the fishery resources of the Arroyo Corte Madera del Presidio watershed, Mill Valley California"
3223,t,f,t,Fish: 1969  Juvenile Steelhead Abundance in Corte Madera Cr Watershed
3224,t,f,t,Fish: 1999 Fish Community in Corte Madera Creek
3225,t,f,t,Fish: 1999 Fish Community in San Anselmo Creek
3226,t,f,t,Fish: 1999 Fish Community in Sleepy Hollow Creek
3227,t,f,t,Fish: 1999  Juvenile Steelhead Density in Corte Madera Cr Watershed
3228,t,f,t,"Fish: Adobe Creek Electrofishing, 1999"
3229,t,f,t,Fish: Adobe Creek Steelhead Spawning 1987-1998
3230,t,f,t,Fish: Adobe Creek Steelhead Spawning by Date 1987-1998
3231,t,f,t,"Fish: Adobe Creek Trout Size Frequency, 1998"
3232,t,f,t,Fish: Capture by Species in A. Corte Madera del Presidio 1994
3233,t,f,t,Fish: Dive Survey in Miller Creek August 2002
3234,t,f,t,Fish: Juvenile Trout Lengths in A. Corte Madera del Presidio 1994
3235,t,f,t,Fish: Leidy Native Fishes Index for Marin County Sites
3236,t,f,t,Fish: Leidy Native Fishes Index for Sonoma County Sites
3237,t,f,t,Fish: Leidy Salmonid Index for Marin County Sites
3238,t,f,t,Fish: Leidy Salmonid Index for Sonoma County Sites
3239,t,f,t,"Fish: Novato Creek Electrofishing, 1997"
3240,t,f,t,"Fish: Novato Creek Stocking, 1986-1996"
3241,t,f,t,Fish: Presence/Absence of Coho Salmon Central Coast ESU
3242,t,f,t,"Fish stocking record, 1938-1939"
3243,t,f,t,"Flood Control Maintenance: Marin County, Zone 1 - Novato Creek Watershed (photos)"
3244,t,f,t,"Flood Control Maintenance: Marin County, Zone 3 - Coyote Creek Watershed (photos)"
3245,t,f,t,"Flood Control Maintenance: Marin County, Zone 4 - Belvedere Watershed (photos)"
3246,t,f,t,"Flood Control Maintenance: Marin County, Zone 7 - Gallinas Creek Watershed (photos)"
3247,t,f,t,"Flood Control Maintenance: Marin County, Zone 9 - Ross Valley Watershed (photos)"
3248,t,f,t,Flow: Annual Peaks Corte Madera Cr at Ross 1952-1993
3249,t,f,t,Flow: Annual Peaks Novato Creek at Novato 1947-2001
3250,t,f,t,Flow: Monthly Average Arroyo Corte Madera del Presidio 1966-1986
3251,t,f,t,Flow: Monthly Average Corte Madera Cr at Ross 1952-1993
3252,t,f,t,Flow: Monthly Average Novato Creek at Novato 1947-2001
3253,t,f,t,Flow: Monthly Average Petaluma River at Petaluma 1949-1963
3254,t,f,t,Flow: Monthly Average Sonoma Cr at Agua Caliente 1956-1981
3255,t,f,t,Flow: Water Diversions in Sonoma Creek Watershed 1996
3256,t,f,t,"Geomorphic changes in the lower reaches of Carriger Creek, Sonoma County"
3257,t,f,t,GIS: Geologic and Sediment Maps for Corte Madera Cr 1999 (photos)
3258,t,f,t,"Graham Creek (Sonoma Creek tributary) field notes, January through April 1960"
3259,t,f,t,"Graham Creek (Sonoma Creek tributary) stream survey, 04 December 1959"
3260,t,f,t,"Graham Creek (Sonoma Creek tributary) stream survey, 30 August 1946"
3261,t,f,t,Habitat: Canopy in Arroyo Corte Madera 2003
3262,t,f,t,Habitat: Canopy in Arroyo Corte Madera Tribs 2003
3263,t,f,t,Habitat: Canopy in Upper Sonoma Creek 1996
3264,t,f,t,"Habitat: Corte Madera Watershed 1993, Length of Survey"
3265,t,f,t,"Habitat: Corte Madera Watershed 1993, Percent Canopy"
3266,t,f,t,"Habitat: Corte Madera Watershed 1993, Siltation and Bank Modification"
3267,t,f,t,Habitat: Embeddedness at Pool Tails for Arroyo Corte Madera 2003
3268,t,f,t,Habitat: Embeddedness at Pool Tails for Arroyo Corte Madera Tribs 2003
3269,t,f,t,Habitat: Embeddedness in Upper Sonoma Creek 1996
3270,t,f,t,Habitat: Habitat Types by Occurrence in Upper Sonoma Creek 1996
3271,t,f,t,Habitat: Habitat Types by Survey Length Arroyo Corte Madera 2003
3272,t,f,t,Habitat: Habitat Types by Survey Length Arroyo Corte Madera Tribs 2003
3273,t,f,t,Habitat: Large Organic Debris Occurrence in Upper Sonoma Creek 1996
3274,t,f,t,Habitat: Maximum Pool Depth per Reach in San Antonio Creek 2000
3275,t,f,t,Habitat: Maximum Pool Depths by Length Arroyo Corte Madera 2003
3276,t,f,t,Habitat: Maximum Pool Depths by Length Arroyo Corte Madera Tribs 2003
3277,t,f,t,Habitat: Maximum Pool Depths in Old Mill Creek 1994
3278,t,f,t,Habitat: Percent Pools by Length in Upper Sonoma Creek 1996
3279,t,f,t,Habitat: Physical Habitat Quality Scores in Arroyo Corte Madera 1999
3280,t,f,t,Habitat: Physical Habitat Quality Scores in Arroyo Corte Madera 2000
3281,t,f,t,Habitat: Physical Habitat Quality Scores in Corte Madera Creek 1999
3282,t,f,t,Habitat: Physical Habitat Quality Scores in Corte Madera Creek 2000
3283,t,f,t,Habitat: Physical Habitat Quality Scores in Miller Creek 2000
3284,t,f,t,Habitat: Physical Habitat Quality Scores in Novato Creek 1999
3285,t,f,t,Habitat: Physical Habitat Quality Scores in Novato Creek 2000
3286,t,f,t,Habitat: Pool and Non-Pool Habitat Lengths in Upper Sonoma Creek 1996
3287,t,f,t,Habitat: Pools Sorted by Depth and Reach in Carriger Creek 2000
3288,t,f,t,Habitat: Pool Volumes in San Antonio Creek 2000
3289,t,f,t,Habitat: Surveyed Stream Reach Lengths Arroyo Corte Madera Tribs 2003
3290,t,f,t,"Haraszthy Creek (Arroyo Seco Creek then Sonoma Creek tributary) stream survey, 16 June 1977"
3291,t,f,t,"Historical Photos: Flooding Corte Madera Cr 1927, 1966, 1982, and 1986 (photos)"
3292,t,f,t,Historical Photos: Miller Creek 1973 (photos)
3293,t,f,t,"Historical Photos: Miller Creek I969, 1973, 1988 (photos)"
3294,t,f,t,"Hooker Creek (Sonoma Creek tributary) stream survey, 14 April 1977"
3295,t,f,t,"Interoffice correspondence to Bureau of Fish Conservation, 05 April 1946, regarding interview with P. Walter's fish trouble on Caliente Creek"
3296,t,f,t,"Investigation of Molasses Spill into Petaluma River, 17 August 1980"
3297,t,f,t,KRIS Bibliographic Resources - Arroyo Corte Madera del Presidio
3298,t,f,t,KRIS Bibliographic Resources - Corte Madera Creek
3299,t,f,t,KRIS Bibliographic Resources - Marin and Sonoma Counties
3300,t,f,t,KRIS Bibliographic Resources - North Coast California
3301,t,f,t,"KRIS Bibliographic Resources - Novato Creek, Miller Creek and Galinas Creek"
3302,t,f,t,KRIS Bibliographic Resources - Petaluma River
3303,t,f,t,KRIS Bibliographic Resources - Sonoma Creek
3304,t,f,t,"Land Cover: EPA Land-Use, Petaluma River Sub-basin 1992"
3305,t,f,t,"Land Cover: USFS Veg Size, Arroyo Corte Madera Sub-basin 1999"
3306,t,f,t,"Land Cover: USFS Veg Size, Corte Madera Creek Sub-basin 1999"
3307,t,f,t,"Land Cover: USFS Veg Size, Novato and Miller Creeks Sub-basin 1999"
3308,t,f,t,"Land Cover: USFS Veg Size, Petaluma Creek Sub-basin 1999"
3309,t,f,t,"Land Cover: USFS Veg Size, Sonoma Creek Sub-basin 1999"
3310,t,f,t,"Letter to Captain A.L. Benedict, 07 March 1949, regarding Sonoma Creek gravel pit pollution"
3311,t,f,t,"Letter to C. Fong, San Francisco District, Regulatory Branch, U.S. Army Corps of Engineers about actions possible jeopordizing steelhead in Adobe Creek (Petaluma River tributary)"
3312,t,f,t,"Letter to J. Prather, Sonoma County Planning Department, 16 April 1964, regarding current information on the fish and wildlife resource of Petaluma River and San Pablo Bay."
3313,t,f,t,"Letter to L. Dito, Director Novato City Parks and Recreation regarding flashboard summer dam at Miwok Park"
3314,t,f,t,"Lichau Creek (Petaluma Creek tributary) stream flow measurement, 19 May 1978"
3315,t,f,t,"Lichau Creek (Willow Brook then Petaluma Creek tributary) stream survey, 17 and 18 July 1968"
3316,t,f,t,Major streams in Marin County
3317,t,f,t,Major streams in Sonoma County
3318,t,f,t,"Maps of various streams in Sonoma County, with recommendations for improvement"
3319,t,f,t,Marin County fish newspaper references
3320,f,f,t,"Marin-Sonoma Counties agricultural runoff influence investigation, 1999-2000 summary"
3321,f,f,t,"Marin-Sonoma Counties agricultural runoff influence investigation, 2000-2001 summary"
3322,t,f,t,"Memorandum to J.S.  Day regarding barriers to migrating steelhead - Graham Creek tributary to Sonoma Creek, Sonoma County, 09 December 1959"
3323,t,f,t,"Memorandum to R.L. Jones (CDFG) re: Sonoma Creek (San Pablo tributary) pollution, 26 April 1956"
3324,t,f,t,Monitoring: Old Mill Creek 1996-1997 (photos)
3325,t,f,t,"Memo regarding barriers to migrating steelhead in Graham Creek (Sonoma Creek tributary) stream survey, 09 December 1959"
3326,t,f,t,"Memo to C.K. Fisher regarding Carriger Creek (Fowler Creek) fishway, 09 December 1958"
3327,t,f,t,"Memo to W.I. Wilson, North Marin County Water District, regarding flow schedule for Novato Creek, 03 May 1983"
3328,t,f,t,Monitoring: Arroyo Corte Madera del Presidio Lower 1996 (photos)
3329,t,f,t,Monitoring: Arroyo Corte Madera del Presidio Upper 1996 (photos)
3330,t,f,t,Monitoring: Carriger Creek Stream Survey 2000 (photos)
3331,t,f,t,Monitoring: Charts from Habitat and Sediment Surveys in San Antonio Creek 2000 (photos)
3332,t,f,t,Monitoring: Fish- Adobe Creek Electrofishing Sites Map 1998 (photos)
3333,t,f,t,Monitoring: Fish- Charts of Electrofishing Results in A. Corte Madera del Presidio 1994 (photos)
3334,t,f,t,Monitoring: Fish- Corte Madera Cr Watershed Electrofishing Sites and Data Charts 1999 (photos)
3335,t,f,t,Monitoring: Fish- Novato Creek Electrofishing Sites 1997 (photos)
3336,t,f,t,Monitoring: Lower Novato Creek Study Reaches 1998 (photos)
3337,t,f,t,Monitoring: Maps of Erosion Inventory Novato Creek 2001 (photos)
3338,t,f,t,Monitoring: MCSTOPPP sites in Novato Creek (photos)
3339,t,f,t,Monitoring: Monitoring Sites and Restoration in Sonoma Creek Watershed (photos)
3340,t,f,t,Monitoring: Monitoring Sites in Cascade Creek 1999 (photos)
3341,t,f,t,Monitoring: Monitoring Sites in Corte Madera Creek 1999 (photos)
3342,t,f,t,Monitoring: Monitoring Sites in Fairfax Creek 1999 (photos)
3343,t,f,t,Monitoring: Monitoring Sites in Ross Creek 1999 (photos)
3344,t,f,t,Monitoring: Monitoring Sites in San Anselmo Creek 1999 (photos)
3345,t,f,t,Monitoring: Monitoring Sites in San Antonio Creek 2000 (photos)
3346,t,f,t,Monitoring: Monitoring Sites in Sleepy Hollow Creek 1999 (photos)
3347,t,f,t,Monitoring: WQ- Map of chlorpyrifos sampling stations in Upper Petaluma River Watershed 1998 (photos)
3348,t,f,t,Monitoring: WQ- Monitoring Stations Map of SVTP Receiving Water (Schell Slough) 1997 (photos)
3349,t,f,t,"Nathanson Creek (tributary to Schell Creek within the Sonoma Creek-Napa River Marsh) stream survey, 12 September 1974"
3350,t,f,t,Officials ignore toxic killing pond in Novato
3351,t,f,t,"Old Mill Creek (Arroyo Corte Madera del Presidio then Richardson Bay tributary) stream survey, 29 January 1946"
3352,t,f,t,"Permission sought to add Novato Creek to catchable trout stocking program, 13 August 1981"
3353,t,f,t,"Petaluma Creek field notes, 19 November 1968"
3354,t,f,t,"Petaluma Creek (San Francisco Bay tributary) stream survey, 18 July 1968"
3355,t,f,t,"Petaluma River field note (and Mississippi silverside collected), 19 August 1980"
3356,t,f,t,"Petaluma River fish kill investigation, June 1961"
3357,f,f,t,"Ranch Plan Workbook. Second Edition. Marin Community Foundation, California."
3358,t,f,t,Restoration: Adobe Creek Fish Ladder 1996 (photos)
3359,t,f,t,Restoration: Novato Flood Control Project Mitigation (photos)
3360,t,f,t,Restoration research and monitoring in bayland wetlands of the San Francisco Bay estuary: The Tolay Creek project
3361,t,f,t,Restoration: Sleepy Hollow Creek at Drake High School 1996-2002 (photos)
3362,t,f,t,Restoration: STRAW/MCSTOPPP in Arroyo Corte Madera del Presidio (photos)
3363,t,f,t,Restoration: STRAW/MCSTOPPP Projects in Miller Creek Watershed (photos)
3364,t,f,t,"Rush Creek (Black John Slough, thence Petaluma Creek tributary) field note, 09 July 1968"
3365,t,f,t,"San Antonio Creek (tributary to Petaluma Creek) stream survey, 09 July 1968"
3366,t,f,t,"Science support for wetland restoration in the Napa-Sonoma salt ponds, San Francisco Bay estuary. 2000 progress report"
3367,t,f,t,Sediment: Average Bank Retreat on Carriger Creek 2000
3368,t,f,t,Sediment: Bank Conditions by Reach for San Antonio Creek 2000
3369,t,f,t,Sediment: Bank Conditions Summary for San Antonio Creek 2000
3370,t,f,t,Sediment: Bank Conditions Type of Revetment for San Antonio Creek 2000
3371,t,f,t,Sediment: Bank Erosion Volume by Type on Carriger Creek 2000
3372,t,f,t,Sediment: Bedload Estimates for Subwatersheds in Corte Madera Cr 1999
3373,t,f,t,Sediment: Bedload Source Yield Estimates in Corte Madera Cr
3374,t,f,t,Sediment: Bed Surface Particle Sizes for Sonoma Creek and Tribs 1998
3375,t,f,t,Sediment:  Estimated Sediment Yields for Petaluma River Tribs 1996
3376,t,f,t,Sediment: Estimated Sediment Yields for Sonoma Creek Tributaries 1996
3377,t,f,t,Sediment: Fine Sediment <1mm for Sonoma Creek and Tributaries 1998
3378,t,f,t,Sediment: Fine Sediment <3mm for Sonoma Creek and Tributaries 1998
3379,t,f,t,Sediment: Length of Revetment Types per Reach on Carriger Creek 2000
3380,t,f,t,Sediment: Material Removed from Corte Madera Cr near Ross 1987-1998
3381,t,f,t,Sediment: Median Particle Sizes (D50) for Corte Madera Creek 1999
3382,t,f,t,Sediment: Pebble Counts in Fairfax Creek 1999
3383,t,f,t,Sediment: Pebble Counts in San Anselmo and Ross Creeks 1999
3384,t,f,t,Sediment: Pebble Counts in Sleepy Hollow and Sorich Creeks 1999
3385,t,f,t,Sediment: Pebble Counts in Tamalpais and Larkspur Creeks 1999
3386,t,f,t,Sediment: Pebble Counts in Upper San Anselmo Creek 1999
3387,t,f,t,Sediment: Pebble Counts in Wood Lane and Deer Creeks 1999
3388,t,f,t,Sediment: Percent Length of Bank Conditions on Carriger Creek 2000
3389,t,f,t,Sediment: Percent Length of Bank Conditions on Lower Novato Creek 1998
3390,t,f,t,Sediment: Percent Reach as Fines and Bedrock in San Antonio Creek 2000
3391,t,f,t,Sediment: Reach Lengths on Lower Novato Creek 1998
3392,t,f,t,Sediment: Road Densities for All East Marin-Sonoma Planning Watersheds
3393,t,f,t,Sediment: Road Densities in the Arroyo Corte Madera Sub-Basin
3394,t,f,t,Sediment:  Road Densities in the Corte Madera Creek Sub-Basin
3395,t,f,t,Sediment: Road Densities in the Novato and Miller Creeks Sub-Basin
3396,t,f,t,Sediment: Road Densities in the Petaluma River Sub-Basin
3397,t,f,t,Sediment: Road Densities in the Sonoma Creek Sub-Basin
3398,t,f,t,Sediment: Storm Intensity and Lag Time in Sonoma Creek 2001-2002
3399,t,f,t,Sediment: Subsurface Particle Distribution Lower Corte Madera Cr 2000
3400,t,f,t,Sediment: Subsurface Particle Distribution Upper Corte Madera Cr 2000
3401,t,f,t,Sediment:  Total Sediment Yield Estimates for Corte Madera Creek
3402,t,f,t,Sediment: Turbidity and Rainfall at Eldridge Sonoma Creek 12/13/2001
3403,t,f,t,Sediment: Turbidity and Rainfall at Eldridge Sonoma Creek 2/19/2002
3404,t,f,t,Sediment: Turbidity and Rainfall at Eldridge Sonoma Creek 3/6/2002
3405,t,f,t,Sediment: Turbidity Exposure for 5 Storms in Sonoma Creek 2001-2002
3406,t,f,t,Sediment: Turbidity Frequencies <100 NTUs in Sonoma Creek 2001-2002
3407,t,f,t,Sediment: Turbidity Frequencies in Sonoma Creek 2001-2002
3408,t,f,t,Sediment: V* for Arroyo Corte Madera and Old Mill Creeks 2005
3409,t,f,t,"Sonoma Creek and Tributaries Feasibility Study, Project Managment Plan"
3410,t,f,t,"Sonoma Creek (and various tributaries) field notes, 08 July 1965"
3411,t,f,t,"Sonoma Creek field note, 04 June 1976"
3412,t,f,t,"Sonoma Creek fish kill investigation, 18 May 1965"
3413,t,f,t,"Sonoma Creek (San Pablo Bay tributary) stream survey, 14 August 1946"
3414,t,f,t,Sonoma Creek (San Pablo tributary) field notes 04 February 1957
3415,t,f,t,Sonoma Creek (San Pablo tributary) stream survey
3416,t,f,t,Sonoma Creek Sediment TMDL Project Plan
3417,t,f,t,"Sonoma Creek stream flow measurement, 26 July 1961"
3418,t,f,t,"Sonoma Creek watershed assessment, 1998 water temperature monitoring"
3419,t,f,t,"Spawning gravel suitability assessment, Sonoma Creek watershed"
3420,t,f,t,Summary of existing information in the watershed of Sonoma Valley in relation to the Sonoma Creek Watershed Restoration Study and recommendations on how to proceed
3421,t,f,t,"Summary of investigation of water pollution incident caused by molasses spill into Petaluma River, August 1980"
3422,t,f,t,"Temperature: All Sonoma Creek Sites, MWAT by Year 1998-2002"
3423,t,f,t,"Temperature: Floating Weekly Average, 7 Tribs to Sonoma  Creek 1998"
3424,t,f,t,"Temperature: Floating Weekly Average, Arroyo Corte Madera Sites 2003"
3425,t,f,t,Temperature: Floating Weekly Average at Carriger Creek 1998-02
3426,t,f,t,Temperature: Floating Weekly Average at Graham Creek 1998 & 2000-02
3427,t,f,t,Temperature: Floating Weekly Average at Sonoma Creek Lower 1999-02
3428,t,f,t,Temperature: Floating Weekly Average at Sonoma Creek Upper 1998-02
3429,t,f,t,"Temperature: Floating Weekly Average, Sonoma Creek Five Sites 1999"
3430,t,f,t,"Temperature: Floating Weekly Average, Sonoma Creek Four Sites 2000"
3431,t,f,t,"Temperature: Floating Weekly Average, Sonoma Creek Four Sites 2001"
3432,t,f,t,"Temperature: Min, Max, Avg at Arroyo Corte Madera - lower 2003"
3433,t,f,t,"Temperature: Min, Max, Avg at Arroyo Corte Madera - upper 2003"
3434,t,f,t,"Temperature: Min, Max, Avg at Carriger Creek 2002"
3435,t,f,t,"Temperature: Min, Max, Avg at Graham Creek 2002"
3436,t,f,t,"Temperature: Min, Max, Avg at Old Mill Creek - lower 2003"
3437,t,f,t,"Temperature: Min, Max, Avg at Old Mill Creek - upper 2003"
3438,t,f,t,"Temperature: Min, Max, Avg at Sonoma Creek Lower, 2002"
3439,t,f,t,"Temperature: Min, Max, Avg at Sonoma Creek Upper 2002"
3440,t,f,t,"Temperature: Min, Max, Avg at Stuart Creek 2002"
3441,t,f,t,"Temperature: Min, Mean, and Max in Ellis Creek 1997-2001"
3442,t,f,t,"Temperature: Min, Mean, and Max in San Antonio Creek 1991-2001"
3443,,f,t,The Marin coastal watershed enhancement project final report
3444,t,f,t,Tour (Photos): Carriger Creek Stream Survey 2000 #1
3445,t,f,t,Tour (Photos): Carriger Creek Stream Survey 2000 #2
3446,t,f,t,Tour (Photos): General Conditions Corte Madera Creek Watershed 1999
3447,t,f,t,Tour (Photos): General Conditions Novato Creek Lower 2000-2002
3448,t,f,t,Tour (Photos): General Conditions Novato Creek Middle 2001
3449,t,f,t,Tour (Photos): General Conditions Pacheco Pond and Upstream 2000-2001
3450,t,f,t,Tour (Photos): Historic Miller Creek 1973
3451,t,f,t,"Tour (Photos): Historic Miller Creek I969, 1973, 1988"
3452,t,f,t,Tour (Photos): Maps Erosion Inventory Novato Creek 2001
3453,t,f,t,Tour (Photos): Monitoring Arroyo Corte Madera del Presidio Lower 1996
3454,t,f,t,Tour (Photos): Monitoring Arroyo Corte Madera del Presidio Upper 1996
3455,t,f,t,Tour (Photos): Monitoring by MCSTOPPP II in Novato Creek
3456,t,f,t,Tour (Photos): Monitoring by MCSTOPPP I in Novato Creek
3457,t,f,t,Tour (Photos): Monitoring Old Mill Creek 1996-1997
3458,t,f,t,Tour (Photos): Monitoring Sites and Restoration Sonoma Creek Watershed
3459,t,f,t,Tour (Photos): Monitoring Sites Cascade Creek 1999
3460,t,f,t,Tour (Photos): Monitoring Sites Corte Madera Creek 1999
3461,t,f,t,Tour (Photos): Monitoring Sites Fairfax Creek 1999
3462,t,f,t,Tour (Photos): Monitoring Sites Ross Creek 1999
3463,t,f,t,Tour (Photos): Monitoring Sites San Anselmo Creek Lower 1999
3464,t,f,t,Tour (Photos): Monitoring Sites San Anselmo Creek Upper 1999
3465,t,f,t,Tour (Photos): Monitoring Sites San Antonio Creek 2000
3466,t,f,t,Tour (Photos): Monitoring Sites Sleepy Hollow Creek 1999
3467,t,f,t,Tour (Photos): Restoration Adobe Creek Fish Ladder 1996
3468,,f,t,Tour (Photos): Restoration Novato Flood Control Project Mitigation
3469,t,f,t,Tour (Photos): Restoration Sleepy Hollow Creek at Drake High School 1996-2002
3470,t,f,t,Tour (Photos): San Antonio Creek Geomorphic Graphs 2000
3471,t,f,t,"Unnamed tributary (aka Frake's Creek) to Petaluma Creek field note, 10 July 1968"
3472,t,f,t,"Unnamed tributary (aka Frake's Creek) to Petaluma Creek, field note, 17 July 1968"
3473,t,f,t,"Unnamed tributary to Petaluma Creek, field note, 10 July 1968"
3474,t,f,t,"Unnamed tributary to Sonoma Creek stream survey, 25 and 31 May 1977"
3475,t,f,t,"Volunteer monitoring of suspended sediment concentration and turbidity and watershed monitoring of road remediation in Annadel State Park, Sonoma Creek watershed, Sonoma County, California. Final report"
3476,t,f,t,"Water quality data from Sonoma Creek survey, 29 May 1974 (memo to Region 3, Yountville Fish and Game)"
3477,t,f,t,Watershed Tour: General Conditions Corte Madera Creek Watershed 1999 (photos)
3478,t,f,t,Watershed Tour: General Conditions in  Novato Creek Lower 2000-2002 (photos)
3479,t,f,t,Watershed Tour: General Conditions in  Novato Creek Middle 2001 (photos)
3480,t,f,t,Watershed Tour: General Conditions in  Pacheco Pond and Upstream 2000-2001 (photos)
3481,t,f,t,"Willow Brook Creek aka Hoggins Creek (Petaluma Creek tributary) stream survey, 17 July 1968"
3482,t,f,t,"Willow Brook Creek (Petaluma Creek tributary) field note, 10 October 1958"
3483,t,f,t,"Wilson Creek (Hooker Creek then Sonoma Creek tributary) stream survey, 01 and 07 April 1977"
3484,t,f,t,WQ: Ammonia (Un-ionized) in Ellis Creek 1997-2001
3485,t,f,t,WQ: Ammonia (Un-ionized) in San Antonio Creek 1991-2001
3486,t,f,t,WQ: Conductivity in Ellis Creek 1997-2001
3487,t,f,t,WQ: Chlorpyrifos in Upper Petaluma River Watershed 1998
3488,t,f,t,WQ: Conductivity in San Antonio Creek 1991-2001
3489,t,f,t,WQ: Diazinon in Upper Petaluma River Watershed 1998
3490,t,f,t,WQ: Dissolved Oxygen in Corte Madera Creek and Tributaries 1999
3491,t,f,t,WQ: Dissolved Oxygen in Ellis Creek 1997-2001
3492,t,f,t,WQ: Dissolved Oxygen in San Antonio Creek 1991-2001
3493,t,f,t,WQ: Dissolved Oxygen in SVTP Receiving Water (Schell Slough) 1997
3534,f,f,f,5 and 10 foot contours
3535,f,f,f,"Assessor parcel boundaries, topologically correct"
3536,f,f,f,attributes of parcel polygons
3537,f,f,f,"cities, comunities, admin districts, voting precincts"
3538,f,f,f,monuments
3539,f,f,f,six inch pixels
3550,f,f,t,Bus routes and light rail routes
3551,f,f,t,Call box locations
3552,f,f,t,Disadvantaged areas defined for 1998 RTP
3553,f,f,t,Disadvantaged areas defined using Environmental Justice (EJ) guidelines for 2001 RTP
3554,f,f,t,Existing and planned bicycle routes
3555,f,f,t,Freeway Service Patrol (tow truck) routes
3556,f,f,t,"Locations of transportation projects funded & programmed by MTC (TIP, TLC, LIFT, HIP, TCRP)"
3557,f,f,t,Metropolitan Transportation System (MTS)
3558,f,f,t,Origins & destinations of travel survey participants
3559,f,f,t,Superdistricts (aggregated TAZs)
3560,f,f,t,Travel analysis zones (TAZ)
3561,f,f,t,Travel Demand Model (TDM) network
3569,f,t,f,Access Points (E-911)
3570,f,t,f,Assessor Database
3571,f,t,f,Tax Parcels
3572,f,t,f,Building Footprints (E-911)
3573,f,t,f,Bus Stops
3574,f,t,f,CAD Roads
3575,f,t,f,County Hillshade
3576,t,f,f,"Crowley Lake, South - 2002"
3577,t,f,f,Dam Inundation Areas
3579,t,f,f,Delineated Flood Plains
3580,f,t,f,Driveways (E-911)
3581,t,f,f,Earthquake Epicenters
3582,f,f,f,exclusive-operating-areas
3583,t,f,f,Fault Lines
